2,3
1,23022369
1,23022369
1,23022369
1,23022369
1,23022509
1,23022509
1,23022509
1,23022509
1,23022509
1,23022509
1,23022509
1,23022509
1,23022509
1,23022509
1,23022509
1,23022509
1,25051104
1,25051104
1,25051108
1,25051108
1,25051110
1,25051110
1,25051110
1,25051110
1,25051110
1,25051110
1,25051111
1,25051111
1,25051111
1,25051111
1,25051111
1,25051111
1,25051112
1,25051112
1,25051114
1,25051114
1,25051114
1,25051114
1,25051117
1,25051117
1,25051123
1,25051123
1,25051124
1,25051124
1,25051124
1,25051124
1,25051128
1,25051128
1,25051128
1,25051128
1,25051128
1,25051128
1,25051128
1,25051128
1,25051136
1,25051136
1,25051136
1,25051136
1,25051136
1,25051136
1,25051139
1,25051139
1,25051140
1,25051140
1,25051143
1,25051143
1,25051146
1,25051146
1,25051150
1,25051150
1,25051150
1,25051150
1,25051150
1,25051150
1,25051152
1,25051152
1,25051152
1,25051152
1,25051153
1,25051153
1,25051155
1,25051155
1,25051170
1,25051170
1,25051184
1,25051184
1,25051190
1,25051190
1,25051191
1,25051191
1,25051193
1,25051193
1,25051199
1,25051199
1,25051199
1,25051199
1,25051202
1,25051202
1,25051203
1,25051203
1,25051205
1,25051205
1,25051205
1,25051205
1,25051209
1,25051209
1,25051209
1,25051209
4,10952149
4,10952149
4,10952149
4,10952149
5,12774396
5,12774396
